0,0,0.34902
0.0021808,0.004566,0.35168
0.0043616,0.009132,0.35434
0.0065423,0.013698,0.35699
0.0087231,0.018264,0.35965
0.010904,0.02283,0.36231
0.013085,0.027396,0.36497
0.015265,0.031962,0.36762
0.017446,0.036528,0.37028
0.019627,0.041094,0.37294
0.021808,0.04566,0.3756
0.023989,0.050226,0.37826
0.026169,0.054792,0.38091
0.02835,0.059358,0.38357
0.030531,0.063924,0.38623
0.032712,0.06849,0.38889
0.034892,0.073056,0.39155
0.037073,0.077622,0.3942
0.039254,0.082188,0.39686
0.041435,0.086754,0.39952
0.043616,0.09132,0.40218
0.045796,0.095886,0.40483
0.047977,0.10045,0.40749
0.050158,0.10502,0.41015
0.052339,0.10958,0.41281
0.054519,0.11415,0.41547
0.0567,0.11872,0.41812
0.058881,0.12328,0.42078
0.061062,0.12785,0.42344
0.063242,0.13241,0.4261
0.065423,0.13698,0.42875
0.067604,0.14155,0.43141
0.069785,0.14611,0.43407
0.071966,0.15068,0.43673
0.074146,0.15524,0.43939
0.076327,0.15981,0.44204
0.078508,0.16438,0.4447
0.080689,0.16894,0.44736
0.082869,0.17351,0.45002
0.08505,0.17807,0.45268
0.087231,0.18264,0.45533
0.089412,0.18721,0.45799
0.091593,0.19177,0.46065
0.093773,0.19634,0.46331
0.095954,0.2009,0.46596
0.098135,0.20547,0.46862
0.10032,0.21004,0.47128
0.1025,0.2146,0.47394
0.10468,0.21917,0.4766
0.10686,0.22373,0.47925
0.10904,0.2283,0.48191
0.11122,0.23287,0.48457
0.1134,0.23743,0.48723
0.11558,0.242,0.48988
0.11776,0.24656,0.49254
0.11994,0.25113,0.4952
0.12212,0.2557,0.49786
0.1243,0.26026,0.50052
0.12755,0.26531,0.50369
0.13206,0.27093,0.50749
0.13657,0.27655,0.51129
0.14108,0.28217,0.51509
0.14559,0.28778,0.51889
0.1501,0.2934,0.52269
0.15461,0.29902,0.52649
0.15913,0.30464,0.53029
0.16364,0.31026,0.53408
0.16815,0.31588,0.53788
0.17266,0.3215,0.54168
0.17717,0.32712,0.54548
0.18168,0.33274,0.54928
0.18619,0.33836,0.55308
0.1907,0.34398,0.55688
0.19521,0.34959,0.56068
0.19972,0.35521,0.56447
0.20424,0.36083,0.56827
0.20875,0.36645,0.57207
0.21326,0.37207,0.57587
0.21777,0.37769,0.57967
0.22228,0.38331,0.58347
0.22679,0.38893,0.58727
0.2313,0.39455,0.59107
0.23581,0.40017,0.59486
0.24032,0.40578,0.59866
0.24484,0.4114,0.60246
0.24935,0.41702,0.60626
0.25386,0.42264,0.61006
0.25837,0.42826,0.61386
0.26288,0.43388,0.61766
0.26739,0.4395,0.62146
0.2719,0.44512,0.62525
0.27641,0.45074,0.62905
0.28092,0.45636,0.63285
0.28543,0.46197,0.63665
0.28995,0.46759,0.64045
0.29446,0.47321,0.64425
0.29897,0.47883,0.64805
0.30348,0.48445,0.65185
0.30799,0.49007,0.65564
0.3125,0.49569,0.65944
0.31701,0.50131,0.66324
0.32152,0.50693,0.66704
0.32603,0.51255,0.67084
0.33055,0.51816,0.67464
0.33506,0.52378,0.67844
0.33957,0.5294,0.68224
0.34408,0.53502,0.68604
0.34859,0.54064,0.68983
0.3531,0.54626,0.69363
0.35761,0.55188,0.69743
0.36212,0.5575,0.70123
0.36663,0.56312,0.70503
0.37114,0.56874,0.70883
0.37566,0.57436,0.71263
0.38017,0.57997,0.71643
0.38468,0.58559,0.72022
0.38919,0.59121,0.72402
0.3937,0.59683,0.72782
0.39821,0.60245,0.73162
0.40272,0.60807,0.73542
0.40723,0.61369,0.73922
0.41174,0.61931,0.74302
0.41626,0.62493,0.74682
0.42077,0.63055,0.75061
0.42528,0.63616,0.75441
0.42979,0.64178,0.75821
0.4343,0.6474,0.76201
0.43881,0.65302,0.76581
0.44332,0.65864,0.76961
0.44783,0.66426,0.77341
0.45234,0.66988,0.77721
0.45685,0.6755,0.781
0.46137,0.68112,0.7848
0.46588,0.68674,0.7886
0.47039,0.69235,0.7924
0.4749,0.69797,0.7962
0.47941,0.70359,0.8
0.48392,0.70921,0.8038
0.48843,0.71483,0.8076
0.49294,0.72045,0.81139
0.49745,0.72607,0.81519
0.50197,0.73169,0.81899
0.50648,0.73731,0.82279
0.51099,0.74293,0.82659
0.5155,0.74854,0.83039
0.52001,0.75416,0.83419
0.52452,0.75978,0.83799
0.52903,0.7654,0.84178
0.53354,0.77102,0.84558
0.53805,0.77664,0.84938
0.54256,0.78226,0.85318
0.54708,0.78788,0.85698
0.55159,0.7935,0.86078
0.5561,0.79912,0.86458
0.56061,0.80474,0.86838
0.56512,0.81035,0.87217
0.56963,0.81597,0.87597
0.57333,0.81954,0.87816
0.57556,0.81935,0.87739
0.57778,0.81916,0.87663
0.58,0.81897,0.87586
0.58223,0.81877,0.87509
0.58445,0.81858,0.87433
0.58667,0.81839,0.87356
0.5889,0.8182,0.87279
0.59112,0.81801,0.87203
0.59334,0.81782,0.87126
0.59557,0.81762,0.87049
0.59779,0.81743,0.86973
0.60001,0.81724,0.86896
0.60224,0.81705,0.86819
0.60446,0.81686,0.86743
0.60668,0.81667,0.86666
0.60891,0.81647,0.86589
0.61113,0.81628,0.86513
0.61335,0.81609,0.86436
0.61558,0.8159,0.86359
0.6178,0.81571,0.86283
0.62002,0.81552,0.86206
0.62225,0.81532,0.86129
0.62447,0.81513,0.86053
0.6267,0.81494,0.85976
0.62892,0.81475,0.85899
0.63114,0.81456,0.85823
0.63337,0.81437,0.85746
0.63559,0.81417,0.85669
0.63781,0.81398,0.85593
0.64004,0.81379,0.85516
0.64226,0.8136,0.85439
0.64448,0.81341,0.85363
0.64671,0.81322,0.85286
0.64893,0.81302,0.85209
0.65115,0.81283,0.85133
0.65338,0.81264,0.85056
0.6556,0.81245,0.84979
0.65782,0.81226,0.84903
0.66005,0.81207,0.84826
0.66227,0.81187,0.84749
0.66449,0.81168,0.84673
0.66672,0.81149,0.84596
0.66894,0.8113,0.84519
0.67116,0.81111,0.84443
0.67339,0.81092,0.84366
0.67561,0.81072,0.84289
0.67783,0.81053,0.84213
0.68006,0.81034,0.84136
0.68228,0.81015,0.84059
0.6845,0.80996,0.83983
0.68673,0.80977,0.83906
0.68895,0.80957,0.83829
0.69117,0.80938,0.83753
0.6934,0.80919,0.83676
0.69562,0.809,0.83599
0.69784,0.80881,0.83523
0.70007,0.80862,0.83446
0.70229,0.80842,0.83369
0.70451,0.80823,0.83293
0.70674,0.80804,0.83216
0.70896,0.80785,0.83139
0.71118,0.80766,0.83063
0.71341,0.80747,0.82986
0.71563,0.80727,0.82909
0.71785,0.80708,0.82833
0.72008,0.80689,0.82756
0.7223,0.8067,0.82679
0.72452,0.80651,0.82603
0.72675,0.80631,0.82526
0.72897,0.80612,0.82449
0.73119,0.80593,0.82373
0.73342,0.80574,0.82296
0.73564,0.80555,0.82219
0.73786,0.80536,0.82143
0.74009,0.80516,0.82066
0.74231,0.80497,0.81989
0.74453,0.80478,0.81913
0.74676,0.80459,0.81836
0.74898,0.8044,0.81759
0.7512,0.80421,0.81683
0.75343,0.80401,0.81606
0.75565,0.80382,0.81529
0.75787,0.80363,0.81453
0.7601,0.80344,0.81376
0.76232,0.80325,0.81299
0.76454,0.80306,0.81223
0.76677,0.80286,0.81146
0.76899,0.80267,0.81069
0.77121,0.80248,0.80993
0.77344,0.80229,0.80916
0.77566,0.8021,0.80839
0.77788,0.80191,0.80763
0.78011,0.80171,0.80686
0.78233,0.80152,0.80609
0.78455,0.80133,0.80533
0.78678,0.80114,0.80456
0.789,0.80095,0.80379
0.79122,0.80076,0.80303
0.79345,0.80056,0.80226
0.79567,0.80037,0.80149
0.79789,0.80018,0.80073
0.80015,0.80011,0.80004
0.80295,0.80228,0.8008
0.80576,0.80444,0.80156
0.80856,0.8066,0.80232
0.81136,0.80876,0.80308
0.81417,0.81092,0.80384
0.81697,0.81308,0.8046
0.81978,0.81524,0.80536
0.82258,0.81741,0.80612
0.82538,0.81957,0.80687
0.82819,0.82173,0.80763
0.83099,0.82389,0.80839
0.8338,0.82605,0.80915
0.8366,0.82821,0.80991
0.8394,0.83037,0.81067
0.84221,0.83253,0.81143
0.84501,0.8347,0.81219
0.84781,0.83686,0.81295
0.85062,0.83902,0.81371
0.85342,0.84118,0.81447
0.85623,0.84334,0.81523
0.85903,0.8455,0.81599
0.86183,0.84766,0.81675
0.86464,0.84982,0.81751
0.86744,0.85199,0.81827
0.87025,0.85415,0.81902
0.87305,0.85631,0.81978
0.87585,0.85847,0.82054
0.87866,0.86063,0.8213
0.88146,0.86279,0.82206
0.88426,0.86495,0.82282
0.88707,0.86712,0.82358
0.88987,0.86928,0.82434
0.89268,0.87144,0.8251
0.89548,0.8736,0.82586
0.89828,0.87576,0.82662
0.90109,0.87792,0.82738
0.90389,0.88008,0.82814
0.9067,0.88224,0.8289
0.9095,0.88441,0.82966
0.9123,0.88657,0.83042
0.91511,0.88873,0.83117
0.91791,0.89089,0.83193
0.92071,0.89305,0.83269
0.92352,0.89521,0.83345
0.92632,0.89737,0.83421
0.92913,0.89953,0.83497
0.93193,0.9017,0.83573
0.93473,0.90386,0.83649
0.93754,0.90602,0.83725
0.94034,0.90818,0.83801
0.94315,0.91034,0.83877
0.94595,0.9125,0.83953
0.94875,0.91466,0.84029
0.95156,0.91683,0.84105
0.95436,0.91899,0.84181
0.95716,0.92115,0.84257
0.95997,0.92331,0.84332
0.96277,0.92547,0.84408
0.96558,0.92763,0.84484
0.96838,0.92979,0.8456
0.97118,0.93195,0.84636
0.97399,0.93412,0.84712
0.97679,0.93628,0.84788
0.9796,0.93844,0.84864
0.9824,0.9406,0.8494
0.9852,0.94276,0.85016
0.98801,0.94492,0.85092
0.9878,0.94266,0.84759
0.98733,0.94002,0.8439
0.98685,0.93737,0.84021
0.98638,0.93472,0.83652
0.98591,0.93207,0.83283
0.98544,0.92942,0.82914
0.98496,0.92677,0.82545
0.98449,0.92412,0.82176
0.98402,0.92147,0.81807
0.98354,0.91882,0.81438
0.98307,0.91617,0.81069
0.9826,0.91352,0.807
0.98212,0.91088,0.80331
0.98165,0.90823,0.79962
0.98118,0.90558,0.79593
0.9807,0.90293,0.79224
0.98023,0.90028,0.78855
0.97976,0.89763,0.78486
0.97929,0.89498,0.78117
0.97881,0.89233,0.77748
0.97834,0.88968,0.77379
0.97787,0.88703,0.7701
0.97739,0.88438,0.76641
0.97692,0.88173,0.76272
0.97645,0.87909,0.75903
0.97597,0.87644,0.75534
0.9755,0.87379,0.75166
0.97503,0.87114,0.74797
0.97455,0.86849,0.74428
0.97408,0.86584,0.74059
0.97361,0.86319,0.7369
0.97314,0.86054,0.73321
0.97266,0.85789,0.72952
0.97219,0.85524,0.72583
0.97172,0.85259,0.72214
0.97124,0.84995,0.71845
0.97077,0.8473,0.71476
0.9703,0.84465,0.71107
0.96982,0.842,0.70738
0.96935,0.83935,0.70369
0.96888,0.8367,0.7
0.96852,0.83477,0.69751
0.96828,0.83366,0.69637
0.96804,0.83254,0.69523
0.96781,0.83143,0.69409
0.96757,0.83032,0.69296
0.96733,0.8292,0.69182
0.96709,0.82809,0.69068
0.96686,0.82698,0.68954
0.96662,0.82586,0.68841
0.96638,0.82475,0.68727
0.96615,0.82364,0.68613
0.96591,0.82252,0.68499
0.96567,0.82141,0.68386
0.96544,0.82029,0.68272
0.9652,0.81918,0.68158
0.96496,0.81807,0.68045
0.96472,0.81695,0.67931
0.96449,0.81584,0.67817
0.96425,0.81473,0.67703
0.96401,0.81361,0.6759
0.96378,0.8125,0.67476
0.96354,0.81138,0.67362
0.9633,0.81027,0.67248
0.96307,0.80916,0.67135
0.96283,0.80804,0.67021
0.96259,0.80693,0.66907
0.96236,0.80582,0.66793
0.96212,0.8047,0.6668
0.96188,0.80359,0.66566
0.96164,0.80248,0.66452
0.96141,0.80136,0.66339
0.96117,0.80025,0.66225
0.96093,0.79913,0.66111
0.9607,0.79802,0.65997
0.96046,0.79691,0.65884
0.96022,0.79579,0.6577
0.95999,0.79468,0.65656
0.95975,0.79357,0.65542
0.95951,0.79245,0.65429
0.95928,0.79134,0.65315
0.95904,0.79023,0.65201
0.9588,0.78911,0.65087
0.95856,0.788,0.64974
0.95833,0.78688,0.6486
0.95809,0.78577,0.64746
0.95785,0.78466,0.64632
0.95762,0.78354,0.64519
0.95738,0.78243,0.64405
0.95714,0.78132,0.64291
0.95691,0.7802,0.64178
0.95667,0.77909,0.64064
0.95643,0.77798,0.6395
0.95619,0.77686,0.63836
0.95596,0.77575,0.63723
0.95572,0.77463,0.63609
0.95548,0.77352,0.63495
0.95525,0.77241,0.63381
0.95501,0.77129,0.63268
0.95477,0.77018,0.63154
0.95454,0.76907,0.6304
0.9543,0.76795,0.62926
0.95406,0.76684,0.62813
0.95383,0.76572,0.62699
0.95359,0.76461,0.62585
0.95335,0.7635,0.62472
0.95311,0.76238,0.62358
0.95288,0.76127,0.62244
0.95264,0.76016,0.6213
0.9524,0.75904,0.62017
0.95217,0.75793,0.61903
0.95193,0.75682,0.61789
0.95169,0.7557,0.61675
0.95146,0.75459,0.61562
0.95122,0.75347,0.61448
0.95098,0.75236,0.61334
0.95075,0.75125,0.6122
0.95051,0.75013,0.61107
0.95027,0.74902,0.60993
0.95003,0.74791,0.60879
0.9498,0.74679,0.60766
0.94956,0.74568,0.60652
0.94932,0.74457,0.60538
0.94909,0.74345,0.60424
0.94885,0.74234,0.60311
0.94861,0.74122,0.60197
0.94838,0.74011,0.60083
0.94814,0.739,0.59969
0.9479,0.73788,0.59856
0.94766,0.73677,0.59742
0.94743,0.73566,0.59628
0.94719,0.73454,0.59514
0.94695,0.73343,0.59401
0.94672,0.73232,0.59287
0.94648,0.7312,0.59173
0.94624,0.73009,0.59059
0.94601,0.72897,0.58946
0.94577,0.72786,0.58832
0.94553,0.72675,0.58718
0.9453,0.72563,0.58605
0.94506,0.72452,0.58491
0.94482,0.72341,0.58377
0.94458,0.72229,0.58263
0.94435,0.72118,0.5815
0.94411,0.72007,0.58036
0.94387,0.71895,0.57922
0.94364,0.71784,0.57808
0.9434,0.71672,0.57695
0.94316,0.71561,0.57581
0.94293,0.7145,0.57467
0.94269,0.71338,0.57353
0.94245,0.71227,0.5724
0.94222,0.71116,0.57126
0.94198,0.71004,0.57012
0.94174,0.70893,0.56899
0.9415,0.70781,0.56785
0.94127,0.7067,0.56671
0.94103,0.70559,0.56557
0.94079,0.70447,0.56444
0.94056,0.70336,0.5633
0.94032,0.70225,0.56216
0.94008,0.70113,0.56102
0.93985,0.70002,0.55989
0.93961,0.69891,0.55875
0.93937,0.69779,0.55761
