brain,scenario,method,tissue_pct,skull_pct,status,converged,tissue_rmse,tissue_std,tissue_mean,skull_rmse,ms_ssim,psnr,n_tissue_px,n_skull_px,n_brain_px
vp_155938,reduced_compute,dg_c,43.4,26.24,failed,0,48.811,36.343,1605.733,632.555,0.8878,18.999,34095,4985,50746
vp_155938,reduced_compute,sg,63.38,7.88,failed,0,44.171,43.031,1588.497,719.409,0.8598,18.488,34095,4985,50746
vp_155938,reduced_compute,sg_c,66.73,76.73,converged,1,41.334,43.93,1560.715,297.663,0.9218,22.701,34095,4985,50746
vp_155938,missing_low_freq,baseline,5.64,2.75,failed,0,92.014,0.0,1480.0,873.677,0.8752,17.307,34095,4985,50746
vp_155938,missing_low_freq,dg,6.14,16.63,failed,0,65.211,14.985,1506.88,719.224,0.8831,17.859,34095,4985,50746
vp_155938,missing_low_freq,dg_c,48.6,21.14,failed,0,60.358,48.03,1601.903,740.376,0.877,18.148,34095,4985,50746
vp_155938,missing_low_freq,sg,79.96,7.04,failed,0,51.741,50.79,1584.556,789.342,0.8219,17.159,34095,4985,50746
vp_155938,missing_low_freq,sg_c,0.0,12.76,failed,0,166.613,61.62,1723.529,602.491,0.8271,16.99,34095,4985,50746
vp_111514,standard,baseline,8.25,23.33,failed,0,83.882,9.121,1480.57,661.314,0.8992,18.476,31870,4205,47465
vp_111514,standard,dg,78.09,64.83,converged,1,29.55,28.971,1576.348,441.162,0.9262,20.428,31870,4205,47465
vp_111514,standard,dg_c,91.11,78.5,converged,1,17.834,21.785,1569.259,287.682,0.9426,21.488,31870,4205,47465
vp_111514,standard,sg,96.84,83.04,converged,1,12.948,20.484,1555.793,199.662,0.9728,23.697,31870,4205,47465
vp_111514,standard,sg_c,94.55,82.54,converged,1,13.783,22.854,1563.184,199.726,0.9749,24.032,31870,4205,47465
vp_111514,reduced_compute,baseline,8.18,22.35,failed,0,83.768,0.086,1480.003,781.288,0.8886,17.803,31870,4205,47465
vp_111514,reduced_compute,dg,8.18,1.78,failed,0,79.559,5.798,1484.002,787.709,0.8897,17.266,31870,4205,47465
vp_111514,reduced_compute,dg_c,64.97,69.44,converged,1,32.39,24.855,1587.578,292.604,0.9322,20.932,31870,4205,47465
vp_111514,reduced_compute,sg,94.88,88.7,converged,1,14.137,22.044,1563.263,193.191,0.9517,22.159,31870,4205,47465
vp_111514,reduced_compute,sg_c,87.08,89.32,converged,1,22.349,28.785,1561.093,178.229,0.9544,23.214,31870,4205,47465
vp_111514,missing_low_freq,baseline,8.18,13.37,failed,0,83.751,0.462,1480.02,819.603,0.8888,17.757,31870,4205,47465
vp_111514,missing_low_freq,dg,8.18,4.66,failed,0,81.593,4.396,1482.059,820.92,0.8857,17.261,31870,4205,47465
vp_111514,missing_low_freq,dg_c,37.46,46.18,failed,0,55.534,41.402,1600.877,581.155,0.8983,19.183,31870,4205,47465
vp_111514,missing_low_freq,sg,90.61,64.07,converged,1,17.631,24.44,1562.503,311.501,0.9388,21.648,31870,4205,47465
vp_111514,missing_low_freq,sg_c,79.31,79.43,converged,1,25.21,29.152,1553.255,208.19,0.965,23.771,31870,4205,47465
vp_146735,standard,baseline,28.05,23.2,failed,0,81.969,79.298,1562.634,713.762,0.8902,18.898,23208,3811,36671
vp_146735,standard,dg,74.38,59.75,buffer,0,33.594,34.457,1578.854,556.28,0.924,19.729,23208,3811,36671
vp_146735,standard,dg_c,78.44,62.11,converged,1,31.315,33.386,1576.147,522.674,0.928,19.975,23208,3811,36671
vp_146735,standard,sg,62.33,75.7,converged,1,34.023,26.336,1593.495,297.066,0.9436,21.594,23208,3811,36671
vp_146735,standard,sg_c,91.8,80.27,converged,1,19.228,27.417,1564.97,239.545,0.9533,22.228,23208,3811,36671
vp_146735,reduced_compute,baseline,9.0,15.48,failed,0,88.055,0.03,1480.001,903.655,0.873,16.728,23208,3811,36671
vp_146735,reduced_compute,dg,39.47,19.99,failed,0,61.513,57.976,1585.807,932.298,0.8669,16.676,23208,3811,36671
vp_146735,reduced_compute,dg_c,33.95,32.77,failed,0,67.284,57.37,1603.771,761.812,0.8772,17.742,23208,3811,36671
vp_146735,reduced_compute,sg,24.09,56.57,failed,0,60.255,39.741,1613.934,599.565,0.8994,18.988,23208,3811,36671
vp_146735,reduced_compute,sg_c,53.52,68.8,buffer,0,48.457,39.201,1599.761,469.923,0.9235,20.359,23208,3811,36671
vp_146735,missing_low_freq,baseline,9.0,11.36,failed,0,88.056,0.0,1480.0,977.626,0.8689,16.471,23208,3811,36671
vp_146735,missing_low_freq,dg,9.0,23.12,failed,0,87.287,3.138,1480.768,888.59,0.8746,16.758,23208,3811,36671
vp_146735,missing_low_freq,dg_c,38.81,36.26,failed,0,60.001,50.686,1600.48,742.416,0.8794,17.901,23208,3811,36671
vp_146735,missing_low_freq,sg,9.01,11.23,failed,0,85.139,7.912,1483.05,987.928,0.8646,16.327,23208,3811,36671
vp_146735,missing_low_freq,sg_c,66.7,72.37,converged,1,38.143,32.754,1592.789,363.13,0.9337,21.1,23208,3811,36671
vp_978578,standard,baseline,7.13,27.55,failed,0,86.094,7.65,1480.73,767.806,0.9086,18.08,27918,3583,41889
vp_978578,standard,dg,82.28,59.42,buffer,0,28.935,32.167,1567.405,502.829,0.9352,20.216,27918,3583,41889
vp_978578,standard,dg_c,79.15,62.71,converged,1,29.755,28.341,1582.651,413.291,0.9405,20.723,27918,3583,41889
vp_978578,standard,sg,86.95,78.62,converged,1,22.961,25.534,1577.311,264.172,0.9583,22.149,27918,3583,41889
vp_978578,standard,sg_c,88.73,83.87,converged,1,19.281,26.585,1568.139,194.159,0.9679,23.036,27918,3583,41889
vp_978578,reduced_compute,baseline,6.72,22.33,failed,0,86.418,0.365,1480.019,893.624,0.8932,17.172,27918,3583,41889
vp_978578,reduced_compute,dg,6.72,7.17,failed,0,85.772,2.315,1480.636,1005.164,0.8809,16.151,27918,3583,41889
vp_978578,reduced_compute,dg_c,42.66,37.9,buffer,0,54.683,40.438,1603.508,697.912,0.9111,18.473,27918,3583,41889
vp_978578,reduced_compute,sg,60.47,62.32,converged,1,44.117,35.527,1595.73,499.883,0.9313,20.089,27918,3583,41889
vp_978578,reduced_compute,sg_c,83.63,78.96,converged,1,28.585,31.775,1577.369,304.385,0.9456,21.557,27918,3583,41889
vp_978578,missing_low_freq,baseline,6.72,18.42,failed,0,86.432,0.052,1480.002,937.214,0.8913,17.067,27918,3583,41889
vp_978578,missing_low_freq,dg,6.72,27.21,failed,0,85.911,2.047,1480.487,834.926,0.9,17.369,27918,3583,41889
vp_978578,missing_low_freq,dg_c,55.52,45.3,buffer,0,45.594,43.338,1586.164,665.114,0.9077,18.71,27918,3583,41889
vp_978578,missing_low_freq,sg,6.75,22.58,failed,0,84.41,5.88,1482.051,883.078,0.8895,17.072,27918,3583,41889
vp_978578,missing_low_freq,sg_c,83.73,80.04,converged,1,26.987,31.942,1572.929,287.159,0.9512,21.961,27918,3583,41889
vp_139233,standard,baseline,8.46,22.9,failed,0,88.065,2.815,1480.188,653.503,0.8794,17.671,26377,4511,41166
vp_139233,standard,dg,63.31,77.59,converged,1,33.668,24.591,1593.035,265.018,0.9305,20.936,26377,4511,41166
vp_139233,standard,dg_c,64.6,77.94,converged,1,32.947,24.409,1592.708,259.859,0.931,20.916,26377,4511,41166
vp_139233,standard,sg,73.18,85.06,converged,1,28.06,23.545,1589.875,174.518,0.9592,22.563,26377,4511,41166
vp_139233,standard,sg_c,87.59,85.92,converged,1,21.647,24.272,1582.24,168.454,0.9649,22.945,26377,4511,41166
vp_139233,reduced_compute,baseline,8.37,20.0,failed,0,87.541,3.629,1480.755,799.819,0.8695,17.067,26377,4511,41166
vp_139233,reduced_compute,dg,8.42,26.65,failed,0,82.222,12.145,1486.166,763.842,0.8686,17.095,26377,4511,41166
vp_139233,reduced_compute,dg_c,30.23,52.56,failed,0,57.708,37.786,1612.625,485.589,0.8872,18.856,26377,4511,41166
vp_139233,reduced_compute,sg,50.99,84.55,buffer,0,38.02,25.239,1599.043,206.26,0.9337,21.144,26377,4511,41166
vp_139233,reduced_compute,sg_c,73.49,87.16,converged,1,28.415,25.314,1588.707,178.189,0.948,21.949,26377,4511,41166
vp_139233,missing_low_freq,baseline,8.51,16.4,failed,0,87.576,5.043,1480.821,866.229,0.8671,16.878,26377,4511,41166
vp_139233,missing_low_freq,dg,8.37,30.99,failed,0,85.723,6.095,1482.447,703.421,0.8734,17.45,26377,4511,41166
vp_139233,missing_low_freq,dg_c,24.48,46.18,failed,0,62.049,40.495,1615.619,552.103,0.8787,18.51,26377,4511,41166
vp_139233,missing_low_freq,sg,8.61,26.49,failed,0,80.378,12.596,1487.816,778.848,0.8667,17.186,26377,4511,41166
vp_139233,missing_low_freq,sg_c,93.61,88.87,converged,1,15.257,24.475,1566.669,171.056,0.953,22.092,26377,4511,41166
vp_284646,standard,baseline,83.68,41.99,buffer,0,24.515,24.127,1586.674,320.536,0.9679,22.692,30920,2091,43986
vp_284646,standard,dg,94.77,72.98,converged,1,15.582,21.045,1572.74,208.781,0.972,23.199,30920,2091,43986
vp_284646,standard,dg_c,94.79,84.6,converged,1,14.791,20.269,1556.329,178.961,0.9717,22.992,30920,2091,43986
vp_284646,standard,sg,96.24,81.11,converged,1,15.152,19.721,1553.875,189.466,0.9837,24.838,30920,2091,43986
vp_284646,standard,sg_c,92.9,60.74,converged,1,14.837,22.488,1558.995,247.636,0.9841,24.974,30920,2091,43986
vp_284646,reduced_compute,baseline,8.53,19.75,failed,0,87.567,3.323,1480.449,615.743,0.9113,18.86,30920,2091,43986
vp_284646,reduced_compute,dg,73.73,65.18,converged,1,29.534,27.767,1587.592,299.407,0.9444,21.172,30920,2091,43986
vp_284646,reduced_compute,dg_c,91.07,83.84,converged,1,21.774,21.415,1584.137,179.027,0.9658,22.565,30920,2091,43986
vp_284646,reduced_compute,sg,98.23,84.55,converged,1,11.213,20.504,1560.129,176.508,0.9749,23.675,30920,2091,43986
vp_284646,reduced_compute,sg_c,93.57,69.3,converged,1,14.042,23.044,1562.962,222.067,0.9814,24.615,30920,2091,43986
vp_284646,missing_low_freq,baseline,8.52,15.02,failed,0,87.683,2.092,1480.249,680.74,0.9072,18.728,30920,2091,43986
vp_284646,missing_low_freq,dg,73.77,52.94,buffer,0,27.423,25.335,1586.088,503.009,0.934,20.125,30920,2091,43986
vp_284646,missing_low_freq,dg_c,96.26,80.11,converged,1,12.666,22.328,1567.146,226.813,0.9524,21.564,30920,2091,43986
vp_284646,missing_low_freq,sg,21.7,41.89,failed,0,77.655,33.278,1496.732,469.106,0.9331,20.252,30920,2091,43986
vp_284646,missing_low_freq,sg_c,89.31,67.05,converged,1,17.28,23.755,1558.978,230.144,0.9815,24.873,30920,2091,43986
vp_622236,standard,baseline,7.41,16.13,failed,0,91.811,38.987,1486.733,658.285,0.9052,18.681,29487,3787,43998
vp_622236,standard,dg,79.87,62.66,converged,1,28.329,26.339,1583.338,412.888,0.9467,21.551,29487,3787,43998
vp_622236,standard,dg_c,87.5,70.77,converged,1,21.862,22.895,1579.75,309.632,0.9514,22.027,29487,3787,43998
vp_622236,standard,sg,98.06,91.44,converged,1,11.189,18.79,1563.85,147.278,0.9783,24.35,29487,3787,43998
vp_622236,standard,sg_c,97.43,88.38,converged,1,12.345,21.519,1568.054,161.134,0.9798,24.591,29487,3787,43998
vp_622236,reduced_compute,baseline,5.99,15.45,failed,0,89.248,0.649,1480.034,789.63,0.8952,17.861,29487,3787,43998
vp_622236,reduced_compute,dg,5.99,29.89,failed,0,88.61,3.11,1480.699,715.704,0.8996,18.075,29487,3787,43998
vp_622236,reduced_compute,dg_c,82.52,75.39,converged,1,24.953,20.054,1586.948,251.388,0.944,21.501,29487,3787,43998
vp_622236,reduced_compute,sg,89.31,90.49,converged,1,20.993,19.232,1584.729,150.067,0.9716,23.628,29487,3787,43998
vp_622236,reduced_compute,sg_c,91.12,88.51,converged,1,16.755,24.353,1569.912,162.232,0.9688,23.841,29487,3787,43998
vp_622236,missing_low_freq,baseline,5.99,11.91,failed,0,89.271,0.162,1480.004,832.726,0.8937,17.787,29487,3787,43998
vp_622236,missing_low_freq,dg,5.99,38.29,failed,0,88.95,1.781,1480.324,682.385,0.9076,18.486,29487,3787,43998
vp_622236,missing_low_freq,dg_c,78.28,57.59,buffer,0,34.545,32.661,1582.178,558.755,0.9217,19.83,29487,3787,43998
vp_622236,missing_low_freq,sg,12.06,51.33,failed,0,82.922,39.664,1495.941,529.57,0.9156,19.529,29487,3787,43998
vp_622236,missing_low_freq,sg_c,86.18,94.67,converged,1,20.331,21.908,1552.617,131.065,0.9759,24.336,29487,3787,43998
vp_105620,standard,baseline,13.09,17.52,failed,0,81.612,41.303,1491.256,614.173,0.901,19.06,29681,3715,44224
vp_105620,standard,dg,91.73,78.47,converged,1,16.486,20.778,1562.438,278.217,0.9542,22.207,29681,3715,44224
vp_105620,standard,dg_c,93.09,79.84,converged,1,14.974,20.17,1561.407,258.681,0.9567,22.344,29681,3715,44224
vp_105620,standard,sg,94.46,89.64,converged,1,15.334,18.676,1568.775,161.448,0.9751,24.244,29681,3715,44224
vp_105620,standard,sg_c,96.8,90.2,converged,1,13.259,20.314,1564.323,155.679,0.9808,24.816,29681,3715,44224
vp_105620,reduced_compute,baseline,8.95,14.7,failed,0,80.156,2.785,1480.363,829.989,0.8945,18.029,29681,3715,44224
vp_105620,reduced_compute,dg,36.84,33.08,failed,0,56.645,49.927,1585.911,659.106,0.8972,18.982,29681,3715,44224
vp_105620,reduced_compute,dg_c,56.08,59.68,buffer,0,35.564,24.038,1587.418,406.649,0.931,20.828,29681,3715,44224
vp_105620,reduced_compute,sg,85.26,91.04,converged,1,22.367,20.302,1576.388,169.494,0.9593,22.873,29681,3715,44224
vp_105620,reduced_compute,sg_c,93.41,93.43,converged,1,16.881,22.911,1564.881,151.128,0.9703,24.096,29681,3715,44224
vp_105620,missing_low_freq,baseline,8.97,10.77,failed,0,80.188,3.393,1480.36,880.569,0.8918,17.872,29681,3715,44224
vp_105620,missing_low_freq,dg,8.89,18.65,failed,0,79.394,3.719,1481.071,836.092,0.8959,17.621,29681,3715,44224
vp_105620,missing_low_freq,dg_c,62.71,50.74,buffer,0,38.528,30.992,1584.084,523.962,0.9205,20.022,29681,3715,44224
vp_105620,missing_low_freq,sg,17.85,34.21,failed,0,73.562,31.835,1493.248,685.689,0.9027,18.85,29681,3715,44224
vp_105620,missing_low_freq,sg_c,89.21,91.22,converged,1,18.311,24.197,1555.959,158.85,0.9723,24.423,29681,3715,44224
vp_103818,standard,baseline,92.46,53.72,buffer,0,16.38,23.087,1571.051,293.452,0.9575,21.632,25744,2351,38241
vp_103818,standard,dg,89.96,70.91,converged,1,19.8,19.691,1581.99,228.888,0.9656,22.234,25744,2351,38241
vp_103818,standard,dg_c,90.12,69.8,converged,1,19.921,19.824,1582.599,237.593,0.9637,22.062,25744,2351,38241
vp_103818,standard,sg,85.68,80.48,converged,1,22.699,18.491,1587.658,193.561,0.9729,23.139,25744,2351,38241
vp_103818,standard,sg_c,94.21,88.35,converged,1,15.704,19.507,1557.929,160.572,0.9818,23.978,25744,2351,38241
vp_103818,reduced_compute,baseline,6.78,21.01,failed,0,90.875,4.189,1480.301,703.922,0.9005,18.079,25744,2351,38241
vp_103818,reduced_compute,dg,53.94,58.1,buffer,0,37.461,23.709,1600.146,373.467,0.9316,20.048,25744,2351,38241
vp_103818,reduced_compute,dg_c,70.13,70.65,converged,1,29.223,19.525,1594.035,273.497,0.946,20.891,25744,2351,38241
vp_103818,reduced_compute,sg,73.28,80.56,converged,1,27.848,19.046,1592.899,191.512,0.9572,21.856,25744,2351,38241
vp_103818,reduced_compute,sg_c,92.97,80.73,converged,1,18.574,19.241,1583.141,189.069,0.9757,23.38,25744,2351,38241
vp_103818,missing_low_freq,baseline,6.73,16.55,failed,0,91.027,0.117,1480.007,791.425,0.8959,17.906,25744,2351,38241
vp_103818,missing_low_freq,dg,6.73,37.69,failed,0,88.903,5.475,1482.115,616.243,0.9048,18.199,25744,2351,38241
vp_103818,missing_low_freq,dg_c,50.59,55.47,buffer,0,39.019,23.836,1602.083,438.918,0.9298,19.965,25744,2351,38241
vp_103818,missing_low_freq,sg,7.18,32.45,failed,0,86.189,11.611,1485.271,659.574,0.8962,18.019,25744,2351,38241
vp_103818,missing_low_freq,sg_c,95.39,91.83,converged,1,14.565,19.106,1560.127,143.896,0.979,23.716,25744,2351,38241
vp_212217,standard,baseline,95.54,52.17,buffer,0,13.639,26.078,1576.555,281.923,0.9733,22.958,26927,1587,38642
vp_212217,standard,dg,94.98,69.12,converged,1,15.313,23.84,1585.202,234.418,0.9791,23.713,26927,1587,38642
vp_212217,standard,dg_c,94.85,72.78,converged,1,15.542,23.695,1586.28,223.978,0.9766,23.395,26927,1587,38642
vp_212217,standard,sg,93.58,55.64,buffer,0,17.505,23.04,1592.801,264.568,0.983,24.516,26927,1587,38642
vp_212217,standard,sg_c,93.55,53.06,buffer,0,15.022,26.447,1577.021,270.732,0.9849,24.944,26927,1587,38642
vp_212217,reduced_compute,baseline,6.68,26.4,failed,0,103.333,5.708,1480.462,548.975,0.9211,19.263,26927,1587,38642
vp_212217,reduced_compute,dg,80.49,72.53,converged,1,25.838,26.241,1599.79,279.844,0.9547,21.478,26927,1587,38642
vp_212217,reduced_compute,dg_c,86.4,79.33,converged,1,22.568,24.549,1597.777,224.134,0.9603,21.901,26927,1587,38642
vp_212217,reduced_compute,sg,87.85,71.9,converged,1,21.339,23.691,1597.219,224.138,0.9712,23.108,26927,1587,38642
vp_212217,reduced_compute,sg_c,96.17,61.88,converged,1,13.699,25.105,1585.012,245.509,0.9829,24.481,26927,1587,38642
vp_212217,missing_low_freq,baseline,6.64,19.6,failed,0,103.507,0.071,1480.003,672.382,0.9148,18.945,26927,1587,38642
vp_212217,missing_low_freq,dg,93.97,80.53,converged,1,14.411,21.95,1576.956,217.472,0.9638,22.194,26927,1587,38642
vp_212217,missing_low_freq,dg_c,89.94,79.9,converged,1,20.796,22.88,1596.108,212.273,0.9634,22.201,26927,1587,38642
vp_212217,missing_low_freq,sg,21.09,28.29,failed,0,89.331,40.583,1503.418,563.754,0.9274,19.869,26927,1587,38642
vp_212217,missing_low_freq,sg_c,94.22,63.39,converged,1,14.442,25.966,1580.018,242.866,0.9845,24.927,26927,1587,38642
vp_158338,standard,baseline,8.91,27.49,failed,0,89.642,16.102,1482.196,619.867,0.9007,18.636,32273,3740,47301
vp_158338,standard,dg,82.88,77.01,converged,1,25.638,28.448,1573.728,405.695,0.9389,20.935,32273,3740,47301
vp_158338,standard,dg_c,87.15,82.22,converged,1,22.246,23.314,1583.078,259.617,0.9496,21.759,32273,3740,47301
vp_158338,standard,sg,96.19,81.74,converged,1,12.954,21.261,1573.196,185.533,0.9832,24.812,32273,3740,47301
vp_158338,standard,sg_c,95.47,86.44,converged,1,12.97,23.152,1566.823,170.354,0.9811,24.618,32273,3740,47301
vp_158338,reduced_compute,baseline,8.66,19.57,failed,0,90.314,0.065,1480.002,844.308,0.8858,17.617,32273,3740,47301
vp_158338,reduced_compute,dg,8.69,6.04,failed,0,84.321,10.485,1486.162,764.586,0.8904,17.603,32273,3740,47301
vp_158338,reduced_compute,dg_c,67.05,79.41,converged,1,30.131,24.298,1592.404,234.343,0.9415,21.34,32273,3740,47301
vp_158338,reduced_compute,sg,94.38,91.82,converged,1,15.413,23.278,1575.842,145.326,0.9639,23.06,32273,3740,47301
vp_158338,reduced_compute,sg_c,86.55,90.16,converged,1,20.987,28.578,1565.693,153.847,0.9642,23.723,32273,3740,47301
vp_158338,missing_low_freq,baseline,8.66,12.75,failed,0,90.314,0.062,1480.001,893.747,0.8849,17.541,32273,3740,47301
vp_158338,missing_low_freq,dg,8.66,3.88,failed,0,85.838,8.218,1484.417,881.356,0.8816,17.008,32273,3740,47301
vp_158338,missing_low_freq,dg_c,44.02,47.35,buffer,0,56.535,45.943,1603.954,638.595,0.8985,18.956,32273,3740,47301
vp_158338,missing_low_freq,sg,90.06,61.63,converged,1,19.631,25.211,1560.895,394.278,0.9401,21.64,32273,3740,47301
vp_158338,missing_low_freq,sg_c,69.91,82.27,converged,1,34.157,33.639,1550.393,189.764,0.9663,24.27,32273,3740,47301
vp_569965,standard,baseline,84.82,46.29,buffer,0,23.761,19.546,1586.631,308.794,0.9609,22.052,28905,2560,42245
vp_569965,standard,dg,88.62,73.79,converged,1,17.906,20.529,1558.971,234.186,0.9639,22.286,28905,2560,42245
vp_569965,standard,dg_c,90.09,76.6,converged,1,16.958,19.835,1558.852,223.338,0.9646,22.303,28905,2560,42245
vp_569965,standard,sg,97.87,86.13,converged,1,13.304,16.715,1557.092,169.287,0.9804,23.951,28905,2560,42245
vp_569965,standard,sg_c,95.46,70.78,converged,1,12.586,19.483,1562.634,223.667,0.9835,24.361,28905,2560,42245
vp_569965,reduced_compute,baseline,5.31,19.92,failed,0,87.497,5.108,1481.121,645.809,0.9063,18.469,28905,2560,42245
vp_569965,reduced_compute,dg,55.91,64.41,buffer,0,35.662,22.534,1596.828,347.821,0.9325,20.242,28905,2560,42245
vp_569965,reduced_compute,dg_c,91.8,82.66,converged,1,19.344,17.674,1581.989,200.673,0.9567,21.733,28905,2560,42245
vp_569965,reduced_compute,sg,98.26,89.61,converged,1,10.512,17.122,1564.347,157.101,0.9678,22.682,28905,2560,42245
vp_569965,reduced_compute,sg_c,97.22,76.45,converged,1,12.21,19.044,1571.277,201.311,0.9785,23.783,28905,2560,42245
vp_569965,missing_low_freq,baseline,5.31,17.07,failed,0,88.286,1.056,1480.15,708.583,0.9024,18.372,28905,2560,42245
vp_569965,missing_low_freq,dg,5.31,41.52,failed,0,85.509,8.181,1482.99,524.778,0.9213,19.181,28905,2560,42245
vp_569965,missing_low_freq,dg_c,84.55,75.82,converged,1,22.956,18.884,1585.034,242.744,0.9495,21.394,28905,2560,42245
vp_569965,missing_low_freq,sg,5.59,35.74,failed,0,84.115,10.851,1484.624,531.85,0.9115,18.876,28905,2560,42245
vp_569965,missing_low_freq,sg_c,81.95,85.04,converged,1,26.439,22.452,1546.382,173.835,0.9775,24.049,28905,2560,42245
vp_172029,standard,baseline,98.06,34.0,buffer,0,10.663,23.71,1562.834,340.623,0.9775,23.5,34079,1738,47215
vp_172029,standard,dg,91.6,87.74,converged,1,17.982,22.791,1544.382,170.142,0.9732,23.386,34079,1738,47215
vp_172029,standard,dg_c,92.69,87.92,converged,1,17.167,22.473,1544.193,168.355,0.9749,23.508,34079,1738,47215
vp_172029,standard,sg,97.9,65.07,converged,1,10.334,22.08,1554.494,241.361,0.9859,25.162,34079,1738,47215
vp_172029,standard,sg_c,85.27,47.64,buffer,0,21.395,26.566,1543.182,275.394,0.9816,24.963,34079,1738,47215
vp_172029,reduced_compute,baseline,13.69,21.06,failed,0,79.733,11.275,1480.917,549.378,0.9214,19.785,34079,1738,47215
vp_172029,reduced_compute,dg,82.73,83.31,converged,1,23.703,25.811,1572.583,212.178,0.949,21.853,34079,1738,47215
vp_172029,reduced_compute,dg_c,94.49,92.64,converged,1,15.265,23.165,1565.817,154.826,0.9633,22.57,34079,1738,47215
vp_172029,reduced_compute,sg,97.06,78.25,converged,1,13.187,23.385,1565.525,194.609,0.9724,23.416,34079,1738,47215
vp_172029,reduced_compute,sg_c,86.16,61.85,converged,1,20.584,28.102,1546.751,238.559,0.9804,24.931,34079,1738,47215
vp_172029,missing_low_freq,baseline,13.58,16.28,failed,0,79.574,1.674,1480.099,591.637,0.9193,19.676,34079,1738,47215
vp_172029,missing_low_freq,dg,80.18,72.38,converged,1,24.745,24.126,1576.187,254.559,0.9494,21.618,34079,1738,47215
vp_172029,missing_low_freq,dg_c,97.13,94.71,converged,1,11.392,22.367,1559.657,133.447,0.964,22.53,34079,1738,47215
vp_172029,missing_low_freq,sg,96.59,80.61,converged,1,11.784,23.181,1560.98,193.239,0.9782,24.165,34079,1738,47215
vp_172029,missing_low_freq,sg_c,45.41,54.83,buffer,0,45.614,28.57,1517.388,268.514,0.9623,23.91,34079,1738,47215
vp_177645,standard,baseline,96.46,46.86,buffer,0,12.973,20.643,1566.065,288.187,0.9712,22.91,28043,2053,40710
